specimenUUID,cataloger,fieldID,preparator,order,family,genus,specificEpithet,preparation,condition,specimenCoordinates,site,habitatType,country,stateProvince,county,municipality,specificLocality,siteNotes,verbatimLocality,coordinates,collEventID,Activity,startDate,endDate,startTime,endTime,methods,personnel,totalLength,tailLength,hindFootLength,earLength,weight,accuracy,age,sex,testisPos,testisSize,ovaryOpening,mammaeCondition,mammaeFormula,media
26d9fc39-4cdf-4ef6-bc36-a723e0d041e5,Heru Handika,HH2088,Heru Handika,Rodentia,Muridae,Niviventer,lepturus,Skin;|Skull;|Skeleton;|Muscle;DMSO|Lung;ETOH,Good,,GP-L6,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh","GP-L6S;-6.79726,106.98094;2750m;10m;WGS84;Garmin 62sc|GP-L6E;-6.79884,106.98362;2841m;10m;WGS84;Garmin 62sc","GP-L6-Mar 22, 2023",Collecting,"Mar 22, 2023","Mar 23, 2023",7:00 AM,7:00 AM,"Snap Trap";31,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,361.0,218.0,32.0,25.0,78.89,Accurate,Adult,Male,Scrotal,32.0x12.0mm,,,,
61d9ba6b-e1fc-45c4-bbbc-b2a52fd1cc28,Heru Handika,HH2089,Heru Handika,Rodentia,Muridae,Niviventer,lepturus,Alcohol;Formalin|Muscle;DMSO|Lung;ETOH,Good,,GP-L3,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Cileutik",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Cileutik","GP-L3S;-6.80372,106.97519;2322m;10m;WGS84;Garmin 62sc|GP-L3S;-6.80461,106.97459;2299m;10m;WGS84;Garmin 62sc|GP-L3E;-6.802,106.97602;2357m;10m;WGS84;Garmin 62sc|GP-L3S3;-6.80496,106.97399;2271m;10m;WGS84;Garmin 62sc","GP-L3-Mar 22, 2023",Collecting,"Mar 22, 2023","Mar 23, 2023",7:00 AM,7:00 AM,"Snap Trap";100,Nurul Inayah;Leader|Alfath Fanidya;Field Assistant,297.0,195.0,29.0,23.0,43.72,Accurate,Subadult,Male,,,,,,
e88a6d15-2e3f-4d74-b601-334840ec13a8,Heru Handika,HH2090,Nurul Inayah,Rodentia ,Muridae,Maxomys,bartelsii,Alcohol;Formalin|Muscle;DMSO|Lung;ETOH,Good,,GP-L3,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Cileutik",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Cileutik","GP-L3S;-6.80372,106.97519;2322m;10m;WGS84;Garmin 62sc|GP-L3S;-6.80461,106.97459;2299m;10m;WGS84;Garmin 62sc|GP-L3E;-6.802,106.97602;2357m;10m;WGS84;Garmin 62sc|GP-L3S3;-6.80496,106.97399;2271m;10m;WGS84;Garmin 62sc","GP-L3-Mar 23, 2023",Collecting,"Mar 23, 2023","Mar 24, 2023",7:00 AM,7:00 AM,"Snap Trap";100,Nurul Inayah;Leader|Fajar Alfitrian;Field Assistant,241.0,139.0,33.0,20.0,61.82,Accurate,Subadult,Male,,,,,,
a7718272-8108-40ff-9db8-b8659505651d,Heru Handika,HH2091,Nurul Inayah,Rodentia,Muridae,Niviventer,lepturus,Alcohol;Formalin|Muscle;DMSO|Lung;LN2,Good,,GP-L3,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Cileutik",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Cileutik","GP-L3S;-6.80372,106.97519;2322m;10m;WGS84;Garmin 62sc|GP-L3S;-6.80461,106.97459;2299m;10m;WGS84;Garmin 62sc|GP-L3E;-6.802,106.97602;2357m;10m;WGS84;Garmin 62sc|GP-L3S3;-6.80496,106.97399;2271m;10m;WGS84;Garmin 62sc","GP-L3-Mar 23, 2023",Collecting,"Mar 23, 2023","Mar 24, 2023",7:00 AM,7:00 AM,"Snap Trap";100,Nurul Inayah;Leader|Fajar Alfitrian;Field Assistant,313.0,195.0,37.0,22.0,67.52,Accurate,Subadult,Male,,,,,,
4d2f0501-8ebd-41df-ae98-62b8acbe7752,Heru Handika,HH2092,Nurul Inayah,Rodentia ,Muridae,Maxomys,bartelsii,Alcohol;Formalin|Muscle;DMSO|Lung;ETOH,Good,,GP-L4,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Cileutik",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Cileutik","GP-L4S;-6.80181,106.97617;2372m;10m;WGS84;Garmin 62sc|GP-L4E1;-6.80042,106.97752;2502m;10m;WGS84;Garmin 62sc|GP-L4E2;-6.79881,106.97843;10m;10m;WGS84;Garmin 62sc|GP-L4E3;-6.79775,106.98018;2681m;10m;WGS84;Garmin 62sc","GP-L4-Mar 23, 2023",Collecting,"Mar 23, 2023","Mar 24, 2023",7:00 AM,7:00 AM,"Snap Trap";70,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant,185.0,92.0,23.0,18.0,18.73,Accurate,Juvenile,Male,,,,,,
b4e74fd0-c027-4ce4-9077-8cd1919a7859,Heru Handika,HH2093,Heru Handika,Rodentia,Muridae,Niviventer,lepturus,Alcohol;Formalin|Muscle;DMSO|Lung;ETOH,Good,,GP-L4,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Cileutik",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Cileutik","GP-L4S;-6.80181,106.97617;2372m;10m;WGS84;Garmin 62sc|GP-L4E1;-6.80042,106.97752;2502m;10m;WGS84;Garmin 62sc|GP-L4E2;-6.79881,106.97843;10m;10m;WGS84;Garmin 62sc|GP-L4E3;-6.79775,106.98018;2681m;10m;WGS84;Garmin 62sc","GP-L4-Mar 23, 2023",Collecting,"Mar 23, 2023","Mar 24, 2023",7:00 AM,7:00 AM,"Snap Trap";70,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant,321.0,199.0,32.0,24.0,47.63,Accurate,Subadult,Female,,,Imperforate,,,
2c59c892-8784-42e5-bd94-f023fa6fc9ea,Heru Handika,HH2094,Heru Handika,Soricomorpha,Soricidae,Crocidura,orientalis,Muscle;DMSO|Alcohol;Formalin|Lung;ETOH,Good,,GP-L4,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Cileutik",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Cileutik","GP-L4S;-6.80181,106.97617;2372m;10m;WGS84;Garmin 62sc|GP-L4E1;-6.80042,106.97752;2502m;10m;WGS84;Garmin 62sc|GP-L4E2;-6.79881,106.97843;10m;10m;WGS84;Garmin 62sc|GP-L4E3;-6.79775,106.98018;2681m;10m;WGS84;Garmin 62sc","GP-L4-Mar 23, 2023",Collecting,"Mar 23, 2023","Mar 24, 2023",7:00 AM,7:00 AM,"Snap Trap";70,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant,170.0,74.0,18.0,11.0,15.24,Accurate,Adult,Male,,,,,,
01459ad0-c94f-43e9-bf9d-63cc82e748c7,Heru Handika,HH2095,Nurul Inayah,Rodentia,Muridae,Rattus,exulans,Alcohol;Formalin|Muscle;DMSO|Lung;ETOH,Good,,GP-L5,Sub-alpine,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Alun-alun Surya Kencana Barat",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Alun-alun Surya Kencana Barat","GP-L5;-6.79639,106.98109;2727m;10m;WGS84;Garmin 62sc","GP-L5-Mar 23, 2023",Collecting,"Mar 23, 2023","Mar 24, 2023",11:53 AM,10:53 AM,"Snap Trap";38,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant,270.0,135.0,29.0,19.0,60.47,Accurate,Adult,Male,Scrotal,31.0x10.0mm,,,,
e82e85a4-74d3-40d3-80d7-94fbe108986d,Heru Handika,HH2096,Heru Handika,Soricomorpha,Soricidae,Crocidura,umbra,Alcohol;Formalin|Skull;|Liver;LN2|Muscle;DMSO|Lung;ETOH,Good,,GP-L6,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh","GP-L6S;-6.79726,106.98094;2750m;10m;WGS84;Garmin 62sc|GP-L6E;-6.79884,106.98362;2841m;10m;WGS84;Garmin 62sc","GP-L6-Mar 23, 2023",Collecting,"Mar 23, 2023","Mar 24, 2023",7:00 AM,7:00 AM,"Snap Trap";52,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant,105.0,45.0,11.0,9.0,5.81,Accurate,Adult,Female,,,,,,
df1e5923-dd55-4480-984c-9af6cfb7b853,Heru Handika,HH2097,Fajar Alfitrian,Rodentia,Muridae,Niviventer,lepturus,Skin;|Skull;|Skeleton;|Muscle;DMSO|Lung;ETOH,Good,,GP-L6,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh","GP-L6S;-6.79726,106.98094;2750m;10m;WGS84;Garmin 62sc|GP-L6E;-6.79884,106.98362;2841m;10m;WGS84;Garmin 62sc","GP-L6-Mar 23, 2023",Collecting,"Mar 23, 2023","Mar 24, 2023",7:00 AM,7:00 AM,"Snap Trap";52,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant,355.0,214.0,32.0,25.0,74.42,Accurate,Adult,Male,Scrotal,31.0x11.0mm,,,,
16860118-7911-487b-8275-cb73c8f03cbb,Heru Handika,HH2098,Alfath Fanidya,Rodentia,Muridae,Niviventer,lepturus,Skin;|Skull;|Skeleton;|Muscle;DMSO|Lung;ETOH,Good,,GP-L6,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh","GP-L6S;-6.79726,106.98094;2750m;10m;WGS84;Garmin 62sc|GP-L6E;-6.79884,106.98362;2841m;10m;WGS84;Garmin 62sc","GP-L6-Mar 23, 2023",Collecting,"Mar 23, 2023","Mar 24, 2023",7:00 AM,7:00 AM,"Snap Trap";52,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant,329.0,201.0,32.0,24.0,53.89,Accurate,Adult,Female,,,Perforate,Small,,
970641a2-ed30-46e2-8c68-30406b32b819,Heru Handika,HH2099,Nurul Inayah,Rodentia,Muridae,Niviventer,lepturus,Alcohol;Formalin|Muscle;DMSO|Lung;ETOH,Good,,GP-L6,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh","GP-L6S;-6.79726,106.98094;2750m;10m;WGS84;Garmin 62sc|GP-L6E;-6.79884,106.98362;2841m;10m;WGS84;Garmin 62sc","GP-L6-Mar 23, 2023",Collecting,"Mar 23, 2023","Mar 24, 2023",7:00 AM,7:00 AM,"Snap Trap";52,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant,316.0,190.0,32.0,24.0,59.82,Accurate,Subadult,Female,,,Imperforate,,,
63d766ee-77a0-47e1-9873-7c6cc1acd86e,Heru Handika,HH2100,Heru Handika,Rodentia,Muridae,Niviventer,lepturus,Skin;|Skull;|Skeleton;|Muscle;DMSO|Lung;ETOH,Good,,GP-L6,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh","GP-L6S;-6.79726,106.98094;2750m;10m;WGS84;Garmin 62sc|GP-L6E;-6.79884,106.98362;2841m;10m;WGS84;Garmin 62sc","GP-L6-Mar 24, 2023",Collecting,"Mar 24, 2023","Mar 25, 2023",7:00 AM,7:00 AM,"Snap Trap";52,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,325.0,199.0,33.0,25.0,58.59,Accurate,Subadult,Female,,,Imperforate,,,
c5f8b685-e37e-4fd4-a41e-769d362104aa,Heru Handika,HH2101,Heru Handika,Rodentia,Muridae,Niviventer,lepturus,Skin;|Skull;|Skeleton;|Muscle;DMSO|Lung;ETOH,Good,,GP-L6,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh","GP-L6S;-6.79726,106.98094;2750m;10m;WGS84;Garmin 62sc|GP-L6E;-6.79884,106.98362;2841m;10m;WGS84;Garmin 62sc","GP-L6-Mar 24, 2023",Collecting,"Mar 24, 2023","Mar 25, 2023",7:00 AM,7:00 AM,"Snap Trap";52,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,329.0,205.0,33.0,25.0,64.5,Accurate,Adult,Male,Scrotal,33.0x12.0mm,,,,
c0855250-4e1e-4919-935b-71cf3dab2d96,Heru Handika,HH2102,Heru Handika,Rodentia ,Muridae,Maxomys,bartelsii,Alcohol;Formalin|Muscle;DMSO|Lung;ETOH,Fair,,GP-L6,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh","GP-L6S;-6.79726,106.98094;2750m;10m;WGS84;Garmin 62sc|GP-L6E;-6.79884,106.98362;2841m;10m;WGS84;Garmin 62sc","GP-L6-Mar 24, 2023",Collecting,"Mar 24, 2023","Mar 25, 2023",7:00 AM,7:00 AM,"Snap Trap";52,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,353.0,197.0,31.0,26.0,82.32,Accurate,Adult,Female,,,Perforate,,,
a057a8bd-b25b-40a6-bc68-a4c9f9888748,Heru Handika,HH2103,Heru Handika,Soricomorpha,Soricidae,Crocidura,orientalis,Alcohol;Formalin|Skull;|Liver;LN2|Lung;LN2|Heart;DMSO,Good,,GP-L6,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh","GP-L6S;-6.79726,106.98094;2750m;10m;WGS84;Garmin 62sc|GP-L6E;-6.79884,106.98362;2841m;10m;WGS84;Garmin 62sc","GP-L6-Mar 25, 2023",Collecting,"Mar 25, 2023","Mar 26, 2023",7:00 AM,7:00 AM,"Snap Trap";22,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,174.0,73.0,18.0,11.0,15.28,Accurate,Adult,Male,,,,,,
6d6df260-10e2-46a8-9100-b92bf1dbacad,Heru Handika,HH2104,Heru Handika,Soricomorpha,Soricidae,Crocidura,orientalis,Alcohol;Formalin|Heart;DMSO|Lung;ETOH,Poor,,GP-L6,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Puncak Gumuruh","GP-L6S;-6.79726,106.98094;2750m;10m;WGS84;Garmin 62sc|GP-L6E;-6.79884,106.98362;2841m;10m;WGS84;Garmin 62sc","GP-L6-Mar 25, 2023",Collecting,"Mar 25, 2023","Mar 26, 2023",7:00 AM,7:00 AM,"Snap Trap";22,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,191.0,85.0,18.0,12.0,15.82,Accurate,Adult,Unknown,,,,,,
bd8fc542-5eb3-401a-8622-42df9266764b,Heru Handika,HH2105,Alfath Fanidya,Rodentia,Muridae,Niviventer,lepturus,Alcohol;Formalin|Liver;LN2,Good,,GP-L3,Upper Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Cileutik",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Cileutik","GP-L3S;-6.80372,106.97519;2322m;10m;WGS84;Garmin 62sc|GP-L3S;-6.80461,106.97459;2299m;10m;WGS84;Garmin 62sc|GP-L3E;-6.802,106.97602;2357m;10m;WGS84;Garmin 62sc|GP-L3S3;-6.80496,106.97399;2271m;10m;WGS84;Garmin 62sc","GP-L3-Mar 26, 2023",Collecting,"Mar 26, 2023","Mar 27, 2023",7:00 AM,7:00 AM,"Snap Trap";5,Alfath Fanidya;Leader,315.0,194.0,32.0,25.0,48.49,Accurate,Subadult,Male,,,,,,
